"speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi","PelagicSpecialist"
"Halcyon malimbica","bird","Coraciiformes","Alcedinidae",8,"tmax",0.0115790603215283,0.0115795778492681,0.2,0
"Halcyon senegalensis","bird","Coraciiformes","Alcedinidae",6,"tmax",-0.450172385932641,-0.484916457534641,0.333333333333333,0
"Halcyon smyrnensis","bird","Coraciiformes","Alcedinidae",6,"tmax",0.6,0.693147180559945,0.333333333333333,0
"Haplospiza rustica","bird","Passeriformes","Thraupidae",6,"tmax",-0.201959619411893,-0.204774660810647,0.333333333333333,0
"Heliangelus amethysticollis","bird","Apodiformes","Trochilidae",10,"tmax",-0.267525635637359,-0.274196808897037,0.142857142857143,0
"Heliodoxa leadbeateri","bird","Apodiformes","Trochilidae",10,"tmax",0.0245438655864578,0.0245487957877122,0.142857142857143,0
"Heliodoxa xanthogonys","bird","Apodiformes","Trochilidae",6,"tmax",-0.556200094897234,-0.627314247746643,0.333333333333333,0
"Heliomaster longirostris","bird","Apodiformes","Trochilidae",5,"tmax",-0.352152315689996,-0.367898648072988,0.5,0
"Heliothryx auritus","bird","Apodiformes","Trochilidae",5,"tmax",0.3,0.309519604203112,0.5,0
"Hellmayrea gularis","bird","Passeriformes","Furnariidae",7,"tmax",-0.0300731641086615,-0.0300822350398124,0.25,0
"Helmitheros vermivorum","bird","Passeriformes","Parulidae",21,"tmax",0.226567697884863,0.230568456745463,0.0555555555555556,0
"Hemispingus atropileus","bird","Passeriformes","Thraupidae",13,"tmax",0.120638114180217,0.121228516080846,0.1,0
"Hemispingus melanotis","bird","Passeriformes","Thraupidae",7,"tmax",0.202597515308262,0.205439770784695,0.25,0
"Hemispingus superciliaris","bird","Passeriformes","Thraupidae",9,"tmax",0.021676052320027,0.0216794481174407,0.166666666666667,0
"Hemitriccus margaritaceiventer","bird","Passeriformes","Tyrannidae",10,"tmax",-0.162373806126148,-0.163823823049265,0.142857142857143,0
"Henicorhina leucophrys","bird","Passeriformes","Troglodytidae",25,"tmax",-0.0458097856379626,-0.0458418705482728,0.0454545454545455,0
"Henicorhina leucosticta","bird","Passeriformes","Troglodytidae",14,"tmax",-0.139119160691742,-0.140027239917256,0.0909090909090909,0
"Herpsilochmus rufimarginatus","bird","Passeriformes","Thamnophilidae",7,"tmax",0.00214379613213929,0.00214379941634531,0.25,0
"Himantopus himantopus","bird","Charadriiformes","Recurvirostridae",16,"tmax",0.023083833637686,0.0230879351255888,0.0769230769230769,0
"Hirundinea ferruginea","bird","Passeriformes","Tyrannidae",6,"tmax",0.847490167055622,1.24717712910911,0.333333333333333,0
"Hirundo pyrrhonota","bird","Passeriformes","Hirundinidae",18,"tmax",-0.255404052139186,-0.261185517128353,0.0666666666666667,NA
"Hirundo rustica","bird","Passeriformes","Hirundinidae",78,"tmax",-0.0277342932644308,-0.0277414075378623,0.0133333333333333,0
"Histrionicus histrionicus","bird","Anseriformes","Anatidae",23,"tmax",0.121683211980441,0.122289184496295,0.05,0
"Hydropsalis parvula","bird","Caprimulgiformes","Caprimulgidae",5,"tmax",-0.6,-0.693147180559945,0.5,NA
"Hydropsalis torquata","bird","Caprimulgiformes","Caprimulgidae",10,"tmax",-0.53279778231168,-0.594043891063351,0.142857142857143,0
"Hylia prasina","bird","Passeriformes","Scotocercidae",9,"tmax",-0.0394345981960862,-0.0394550587075796,0.166666666666667,0
"Hylocharis chrysura","bird","Apodiformes","Trochilidae",11,"tmax",-0.483095668214361,-0.527014518747911,0.125,0
"Hylocharis cyanus","bird","Apodiformes","Trochilidae",9,"tmax",0.013877514561113,0.0138784055330138,0.166666666666667,0
"Hylocharis leucotis","bird","Apodiformes","Trochilidae",9,"tmax",-0.760261222093317,-0.996833796737314,0.166666666666667,0
"Hylocichla mustelina","bird","Passeriformes","Turdidae",50,"tmax",-0.189349528601743,-0.191662422767266,0.0212765957446809,0
"Hylophilus ochraceiceps","bird","Passeriformes","Vireonidae",9,"tmax",-0.345024418942533,-0.359784746553366,0.166666666666667,0
"Hylophilus pectoralis","bird","Passeriformes","Vireonidae",6,"tmax",-0.218861336935462,-0.222459845952505,0.333333333333333,0
"Hylophylax naevius","bird","Passeriformes","Thamnophilidae",5,"tmax",-0.47206463718591,-0.512723676078371,0.5,0
"Hymenops perspicillatus","bird","Passeriformes","Tyrannidae",6,"tmax",-0.811679449913428,-1.13193200120206,0.333333333333333,0
"Hypocnemis cantator","bird","Passeriformes","Thamnophilidae",13,"tmax",-0.238919539412572,-0.243627928615454,0.1,0
"Hypogramma hypogrammicum","bird","Passeriformes","Nectariniidae",5,"tmax",0.631998965989861,0.744737576982031,0.5,0
"Hypothymis azurea","bird","Passeriformes","Monarchidae",14,"tmax",-0.0682813981252765,-0.0683878132144658,0.0909090909090909,0
"Hypsipetes everetti","bird","Passeriformes","Pycnonotidae",5,"tmax",0.788448899036213,1.06731870244934,0.5,NA
"Hypsipetes philippinus","bird","Passeriformes","Pycnonotidae",12,"tmax",0.186490823440692,0.188699067382623,0.111111111111111,NA
"Icteria virens","bird","Passeriformes","Icteridae",33,"tmax",-0.274300034737635,-0.281507828031037,0.0333333333333333,0
"Icterus bullockii","bird","Passeriformes","Icteridae",40,"tmax",0.085745081961798,0.085956152726105,0.027027027027027,0
"Icterus cayanensis","bird","Passeriformes","Icteridae",10,"tmax",0.258465394920739,0.264463243801899,0.142857142857143,0
"Icterus cucullatus","bird","Passeriformes","Icteridae",14,"tmax",0.0452293802587008,0.0452602600367054,0.0909090909090909,0
"Icterus galbula","bird","Passeriformes","Icteridae",107,"tmax",0.224807420660795,0.22871370752084,0.00961538461538462,0
"Icterus parisorum","bird","Passeriformes","Icteridae",5,"tmax",0.564288093646835,0.639102423769257,0.5,0
"Icterus pustulatus","bird","Passeriformes","Icteridae",6,"tmax",0.337356599108963,0.351106634394993,0.333333333333333,0
"Icterus spurius","bird","Passeriformes","Icteridae",8,"tmax",0.371089780665258,0.389686325997487,0.2,0
"Ictinia mississippiensis","bird","Accipitriformes","Accipitridae",8,"tmax",0.326206439697089,0.338577035514995,0.2,0
"Iduna pallida","bird","Passeriformes","Acrocephalidae",10,"tmax",-0.141628700235495,-0.142587225010117,0.142857142857143,NA
"Ifrita kowaldi","bird","Passeriformes","Ifritidae",7,"tmax",-0.533775344938292,-0.595409955171097,0.25,0
"Illadopsis fulvescens","bird","Passeriformes","Pellorneidae",6,"tmax",0.828659941193452,1.18384423763485,0.333333333333333,0
"Illadopsis rufipennis","bird","Passeriformes","Pellorneidae",5,"tmax",-0.39466832655382,-0.417317689429276,0.5,0
"Indicator indicator","bird","Piciformes","Indicatoridae",6,"tmax",0.228947537318765,0.23307850256645,0.333333333333333,0
"Indicator minor","bird","Piciformes","Indicatoridae",14,"tmax",0.60712763569356,0.704359500523188,0.0909090909090909,0
"Inezia caudata","bird","Passeriformes","Tyrannidae",5,"tmax",-0.695652173913044,-0.858825748537167,0.5,0
"Inezia inornata","bird","Passeriformes","Tyrannidae",5,"tmax",-0.781158606745592,-1.04833604924397,0.5,0
"Irena cyanogaster","bird","Passeriformes","Irenidae",5,"tmax",0.15239463899986,0.153591099938582,0.5,NA
"Iridosornis analis","bird","Passeriformes","Thraupidae",5,"tmax",-0.297611762729531,-0.306897226305523,0.5,0
"Ispidina picta","bird","Coraciiformes","Alcedinidae",6,"tmax",0.677907659442543,0.825232289516288,0.333333333333333,NA
"Ixobrychus exilis","bird","Pelecaniformes","Ardeidae",12,"tmax",-0.284676184163251,-0.292763319679955,0.111111111111111,0
"Ixoreus naevius","bird","Passeriformes","Turdidae",55,"tmax",-0.417533227089578,-0.444700667177864,0.0192307692307692,NA
"Ixos mcclellandii","bird","Passeriformes","Pycnonotidae",5,"tmax",0.783890785128262,1.05538409393104,0.5,NA
"Jacamerops aureus","bird","Piciformes","Galbulidae",6,"tmax",-0.0260992869393848,-0.0261052154038279,0.333333333333333,0
"Jacana jacana","bird","Charadriiformes","Jacanidae",5,"tmax",0.000332091448794974,0.000332091461003193,0.5,0
"Junco hyemalis","bird","Passeriformes","Passerellidae",226,"tmax",-0.170033197274726,-0.17170084892707,0.00448430493273543,0
"Junco phaeonotus","bird","Passeriformes","Passerellidae",6,"tmax",-0.6,-0.693147180559945,0.333333333333333,0
"Knipolegus aterrimus","bird","Passeriformes","Tyrannidae",7,"tmax",0.324442247237372,0.336604027126645,0.25,0
"Knipolegus poecilurus","bird","Passeriformes","Tyrannidae",5,"tmax",0.887522247649673,1.41013241134298,0.5,0
"Lafresnaya lafresnayi","bird","Apodiformes","Trochilidae",11,"tmax",0.125409043480077,0.126072771983019,0.125,0
"Lagonosticta rubricata","bird","Passeriformes","Estrildidae",7,"tmax",0.0086844415826982,0.0086846599180664,0.25,0
"Lagonosticta rufopicta","bird","Passeriformes","Estrildidae",9,"tmax",-0.346843975451358,-0.361851651416435,0.166666666666667,0
"Lagonosticta senegala","bird","Passeriformes","Estrildidae",14,"tmax",-0.138383661742421,-0.139277303183893,0.0909090909090909,0
"Lagopus lagopus","bird","Galliformes","Phasianidae",12,"tmax",-0.212946301481156,-0.216255580387166,0.111111111111111,0
"Lagopus leucura","bird","Galliformes","Phasianidae",8,"tmax",-0.366771285812529,-0.384687418486331,0.2,0
"Lagopus muta","bird","Galliformes","Phasianidae",5,"tmax",-0.772717322790741,-1.02703717106632,0.5,0
"Lalage maculosa","bird","Passeriformes","Campephagidae",5,"tmax",-0.485645060859299,-0.530345385560472,0.5,0
"Lampornis amethystinus","bird","Apodiformes","Trochilidae",11,"tmax",-0.566063089987762,-0.641710504094888,0.125,0
"Lampornis viridipallens","bird","Apodiformes","Trochilidae",10,"tmax",-0.352008628065201,-0.36773462846969,0.142857142857143,0
"Lamprotornis nitens","bird","Passeriformes","Sturnidae",5,"tmax",-0.952525206501639,-1.85833994224693,0.5,0
"Laniarius atrococcineus","bird","Passeriformes","Malaconotidae",6,"tmax",-0.326350397035895,-0.338738144087157,0.333333333333333,0
"Laniarius ferrugineus","bird","Passeriformes","Malaconotidae",18,"tmax",-0.562772023283376,-0.636880858221963,0.0666666666666667,0
"Laniarius funebris","bird","Passeriformes","Malaconotidae",6,"tmax",0.141940683280078,0.142905608488342,0.333333333333333,0
"Lanius collaris","bird","Passeriformes","Laniidae",10,"tmax",-0.528836516967472,-0.588528573574201,0.142857142857143,0
"Lanius collurio","bird","Passeriformes","Laniidae",10,"tmax",-0.0311893480079257,-0.0311994673253412,0.142857142857143,0
"Lanius cristatus","bird","Passeriformes","Laniidae",11,"tmax",-0.150887219705488,-0.152048201417083,0.125,0
"Lanius excubitor","bird","Passeriformes","Laniidae",27,"tmax",0.462045294963087,0.49990862805021,0.0416666666666667,0
"Lanius isabellinus","bird","Passeriformes","Laniidae",12,"tmax",0.154630400880522,0.155880822686109,0.111111111111111,0
"Lanius ludovicianus","bird","Passeriformes","Laniidae",46,"tmax",-0.117434141542791,-0.117978488919315,0.0232558139534884,0
"Lanius senator","bird","Passeriformes","Laniidae",6,"tmax",0.73332097550193,0.935874353282023,0.333333333333333,0
"Larus californicus","bird","Charadriiformes","Laridae",28,"tmax",-0.215319490343893,-0.218742817677199,0.04,0
"Larus delawarensis","bird","Charadriiformes","Laridae",33,"tmax",0.0791140383052441,0.0792797200302496,0.0333333333333333,0
"Larus pipixcan","bird","Charadriiformes","Laridae",13,"tmax",-0.112402317179432,-0.112879312480007,0.1,0
"Larus ridibundus","bird","Charadriiformes","Laridae",5,"tmax",-0.3,-0.309519604203112,0.5,0
"Lathrotriccus euleri","bird","Passeriformes","Tyrannidae",19,"tmax",0.208300458089022,0.211394058794493,0.0625,0
"Lepidocolaptes albolineatus","bird","Passeriformes","Furnariidae",6,"tmax",0.885714285714286,1.40168019045327,0.333333333333333,0
"Lepidocolaptes angustirostris","bird","Passeriformes","Furnariidae",15,"tmax",-0.414364656760223,-0.440869194350967,0.0833333333333333,0
"Lepidocolaptes lacrymiger","bird","Passeriformes","Furnariidae",9,"tmax",-0.342508419345164,-0.356931569437084,0.166666666666667,0
"Lepidocolaptes souleyetii","bird","Passeriformes","Furnariidae",7,"tmax",-0.525476461434934,-0.58387542503034,0.25,0
"Lepidothrix coeruleocapilla","bird","Passeriformes","Pipridae",5,"tmax",-0.602905085255156,-0.697698804043552,0.5,0
"Lepidothrix coronata","bird","Passeriformes","Pipridae",10,"tmax",0.164022229703246,0.16551735180759,0.142857142857143,0
"Lepidothrix serena","bird","Passeriformes","Pipridae",6,"tmax",-0.39680057503702,-0.419845866692193,0.333333333333333,0
"Lepidothrix suavissima","bird","Passeriformes","Pipridae",8,"tmax",0.0855107186432203,0.0857200583298834,0.2,0
"Leptasthenura pileata","bird","Passeriformes","Furnariidae",7,"tmax",-0.147907697695999,-0.149000656972128,0.25,0
"Leptocoma sericea","bird","Passeriformes","Nectariniidae",7,"tmax",-0.00313874679478946,-0.00313875710221385,0.25,NA
"Leptopogon amaurocephalus","bird","Passeriformes","Tyrannidae",15,"tmax",-0.373336495660962,-0.39229436773145,0.0833333333333333,0
"Leptopogon superciliaris","bird","Passeriformes","Tyrannidae",8,"tmax",0.36797423475915,0.386078051331356,0.2,0
"Leptotila rufaxilla","bird","Columbiformes","Columbidae",16,"tmax",-0.367551473277644,-0.385589168698095,0.0769230769230769,0
"Leptotila verreauxi","bird","Columbiformes","Columbidae",26,"tmax",-0.0158406446045854,-0.0158419697474083,0.0434782608695652,0
"Lesbia nuna","bird","Apodiformes","Trochilidae",10,"tmax",-0.160131510057075,-0.16152166421221,0.142857142857143,0
"Lesbia victoriae","bird","Apodiformes","Trochilidae",10,"tmax",-0.0715563824058149,-0.0716788894180367,0.142857142857143,0
"Lessonia rufa","bird","Passeriformes","Tyrannidae",5,"tmax",0.263965412205714,0.270366049330356,0.5,0
"Leucosticte arctoa","bird","Passeriformes","Fringillidae",5,"tmax",0.365270935383616,0.38295496871791,0.5,0
"Leucosticte atrata","bird","Passeriformes","Fringillidae",5,"tmax",0.371606262213671,0.390285422601887,0.5,0
"Leucosticte australis","bird","Passeriformes","Fringillidae",7,"tmax",-0.701492011392161,-0.870232051955833,0.25,0
"Leucosticte tephrocotis","bird","Passeriformes","Fringillidae",17,"tmax",-0.0969722011446689,-0.0972778906063557,0.0714285714285714,0
"Lichenostomus frenatus","bird","Passeriformes","Meliphagidae",11,"tmax",-0.464582713167864,-0.503139612594377,0.125,0
"Lichmera indistincta","bird","Passeriformes","Meliphagidae",6,"tmax",-0.811679449913428,-1.13193200120206,0.333333333333333,0
"Limnodromus griseus","bird","Charadriiformes","Scolopacidae",17,"tmax",-0.243637289242053,-0.24863731269643,0.0714285714285714,0
"Limnodromus scolopaceus","bird","Charadriiformes","Scolopacidae",13,"tmax",-0.300230505462465,-0.309772926164676,0.1,0
"Limosa fedoa","bird","Charadriiformes","Scolopacidae",9,"tmax",-0.0485779602203821,-0.0486162261338979,0.166666666666667,0
"Limosa haemastica","bird","Charadriiformes","Scolopacidae",5,"tmax",-0.986076779245055,-2.48017924994275,0.5,0
"Lipaugus vociferans","bird","Passeriformes","Cotingidae",9,"tmax",0.765726139301545,1.00991325961364,0.166666666666667,0
"Lochmias nematura","bird","Passeriformes","Furnariidae",9,"tmax",-0.9339261213351,-1.68826699282402,0.166666666666667,0
"Lonchura cucullata","bird","Passeriformes","Estrildidae",6,"tmax",-0.258177984880161,-0.264155283540982,0.333333333333333,0
"Lonchura punctulata","bird","Passeriformes","Estrildidae",8,"tmax",-0.426859751372502,-0.456050440864597,0.2,0
"Lonchura striata","bird","Passeriformes","Estrildidae",5,"tmax",0.309113565131904,0.319565029006916,0.5,0
"Lophodytes cucullatus","bird","Anseriformes","Anatidae",20,"tmax",-0.10203073012256,-0.102387014003753,0.0588235294117647,0
"Lophorina superba","bird","Passeriformes","Corvidae",6,"tmax",-0.529626799618607,-0.589626319915846,0.333333333333333,0
"Lophotis ruficrista","bird","Gruiformes","Otididae",6,"tmax",-0.371428571428572,-0.390079278774788,0.333333333333333,NA
"Lophotriccus galeatus","bird","Passeriformes","Tyrannidae",12,"tmax",-0.380817885719705,-0.401015918375279,0.111111111111111,0
"Lophotriccus pileatus","bird","Passeriformes","Tyrannidae",5,"tmax",-0.606973215521155,-0.704114967391018,0.5,0
"Loxia curvirostra","bird","Passeriformes","Fringillidae",123,"tmax",-0.181126203562611,-0.183146847411933,0.00833333333333333,0
"Loxia leucoptera","bird","Passeriformes","Fringillidae",29,"tmax",0.0346733974352442,0.034687302767524,0.0384615384615385,0
"Loxigilla noctis","bird","Passeriformes","Thraupidae",10,"tmax",-0.0983742138620558,-0.0986934076758959,0.142857142857143,0
"Loxigilla violacea","bird","Passeriformes","Thraupidae",5,"tmax",0.0565606147861559,0.0566210452361279,0.5,0
"Luscinia calliope","bird","Passeriformes","Muscicapidae",6,"tmax",-0.611555204607466,-0.711401947209695,0.333333333333333,0
"Luscinia megarhynchos","bird","Passeriformes","Muscicapidae",12,"tmax",-0.253581512356246,-0.259236762490806,0.111111111111111,0
"Lybius torquatus","bird","Piciformes","Lybiidae",9,"tmax",-0.179313843706355,-0.1812736468105,0.166666666666667,0
"Machaerirhynchus nigripectus","bird","Passeriformes","Machaerirhynchidae",5,"tmax",-0.777912512331353,-1.04006190818152,0.5,0
"Machetornis rixosa","bird","Passeriformes","Tyrannidae",6,"tmax",-0.231908414260979,-0.236205411977131,0.333333333333333,0
"Macronous gularis","bird","Passeriformes","Timaliidae",11,"tmax",0.313014508823736,0.323883875738844,0.125,0
"Macropygia amboinensis","bird","Columbiformes","Columbidae",7,"tmax",-0.72474765201619,-0.917573862071745,0.25,0
"Macropygia nigrirostris","bird","Columbiformes","Columbidae",9,"tmax",-0.58806741092062,-0.674706686942423,0.166666666666667,0
"Malurus alboscapulatus","bird","Passeriformes","Maluridae",9,"tmax",-0.248783774783653,-0.254115924873354,0.166666666666667,0
"Manacus manacus","bird","Passeriformes","Pipridae",10,"tmax",0.166917963174596,0.168494605860008,0.142857142857143,0
"Mandingoa nitidula","bird","Passeriformes","Estrildidae",5,"tmax",-0.153896752812773,-0.155129290173418,0.5,0
"Margarornis squamiger","bird","Passeriformes","Furnariidae",13,"tmax",0.329747927259759,0.342545402638691,0.1,0
"Mayrornis lessoni","bird","Passeriformes","Corvidae",6,"tmax",0.325964423692174,0.338306223616174,0.333333333333333,0
"Mecocerculus leucophrys","bird","Passeriformes","Tyrannidae",9,"tmax",-0.432636869215629,-0.463136224346189,0.166666666666667,0
"Mecocerculus stictopterus","bird","Passeriformes","Tyrannidae",10,"tmax",0.00189251997695862,0.00189252223640013,0.142857142857143,0
"Megaceryle alcyon","bird","Coraciiformes","Alcedinidae",37,"tmax",0.11613958484453,0.116666031191701,0.0294117647058824,0
