"speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi","ForStrat.Value","X","sd.tavg","sd.tmin","sd.tmax","sd.prec","sd.pet","sd.npp","sd.npp.sd","rng.tavg","rng.tmin","rng.tmax","rng.prec","rng.pet","rng.npp","rng.npp.sd","SPID"
"Calomys callosus","mammal","Rodentia","Cricetidae",7,"tavg",-0.436276594892089,-0.467622815579221,0.25,"G",296,4.78889648528495,5.36361874218158,4.49525133315541,41.9054509382518,176.051922841039,0.742136275408146,0.482140138374483,13.5817499160766,14.5131664276123,12.6535835266113,139.25,528.03991699218,2.3884294629097,1.39403969049453,"SP48"
"Canis latrans","mammal","Carnivora","Canidae",54,"tavg",0.036230262200032,0.0362461270293415,0.0196078431372549,"G",316,5.46766597780586,5.19276792448342,6.23341140459081,39.4770529040921,303.805675094972,2501.96124543262,8642.14371974902,21.6529173851013,21.1398334503173,24.7088341712951,203.666661262512,1148.73995971679,7888.64658781886,27244.3078812063,"SP49"
"Canis lupus","mammal","Carnivora","Canidae",99,"tavg",-0.516691526482504,-0.57181575145396,0.0104166666666667,"G",317,6.6070477905007,6.24665316649031,7.14470759171256,69.9548848880822,278.448095710039,4856.81084495762,12647.9041524436,32.5151662826538,29.7550830841065,35.7862486839294,315.666666984558,1436.33004760742,16265.7397821397,38262.7723522633,"SP50"
"Cardiocranius paradoxus","mammal","Rodentia","Dipodidae",7,"tavg",0.00809018446623406,0.00809036097694866,0.25,"G",331,1.92106166146237,1.48041112498533,2.37153675840509,0.996355887116814,71.8541127056363,0.0188267452277934,0.0185473419405574,4.99925011396408,3.97941672801971,6.02299976348881,2.83333349227905,204.679992675781,0.05573920160532,0.056480377912522,"SP51"
"Carollia brevicauda","mammal","Chiroptera","Phyllostomidae",35,"tavg",0.0202340198714751,0.0202367819241965,0.03125,"Ar",334,1.11858177014473,1.4704446981524,1.10508896193947,76.4990734126521,91.0137314265343,1.02838411676907,0.293452231718766,5.0793342590332,6.9759178161621,5.5675830841065,252,439.32995605468,3.58561164140701,1.18896600604057,"SP52"
"Carollia castanea","mammal","Chiroptera","Phyllostomidae",14,"tavg",0.156933722774089,0.15824143314157,0.0909090909090909,"Ar",336,1.24701315452212,1.54159124846477,1.18718567961563,63.191985974206,87.503095513194,0.720302200381908,0.273255452176552,4.4452495574951,5.4254169464111,5.0853328704834,216.75,260.14001464844,2.31768989562988,1.0828486084938,"SP53"
"Carollia perspicillata","mammal","Chiroptera","Phyllostomidae",47,"tavg",-0.0171405091875787,-0.017142188093918,0.0227272727272727,"Ar",337,1.72635917594806,2.30225441931444,1.29211796383363,53.4764921877709,77.3562728375272,0.916804458731006,0.265302818303557,7.3223323822021,9.8004169464111,5.8658332824707,207.583335876465,340.29992675781,3.49855530261993,1.07425260543823,"SP54"
"Carollia sowelli","mammal","Chiroptera","Phyllostomidae",14,"tavg",0.159861803492544,0.161244872062922,0.0909090909090909,"Ar",338,2.97332368809648,3.09506498681768,2.95868102804105,64.5686762633198,104.279332515812,0.481300789453936,0.197437585117472,9.2136764526367,9.476915359497,9.6779155731201,196.500007629394,425.90002441407,1.79673361778259,0.611655533313748,"SP55"
"Carollia subrufa","mammal","Chiroptera","Phyllostomidae",7,"tavg",0.594702973761536,0.684911289054502,0.25,"Ar",339,2.67275382354093,3.48184066742947,2.30678157020374,42.8285625830371,121.594160519106,0.256843809908748,0.116682838753383,7.9559993743896,10.0193443298339,7.2122497558594,118.333335876465,353.77001953126,0.74832105636596,0.354028433561325,"SP56"
"Castor canadensis","mammal","Rodentia","Castoridae",37,"tavg",0.155136485960007,0.1563993465859,0.0294117647058824,"G",345,6.37016525382499,5.89550016878292,7.29803124971753,74.0009116516952,350.133621759301,3131.92150350027,10817.3147064557,21.6578335762024,19.96875,23.3441669940948,251.583343505859,1056.58996582032,7888.66752386093,27244.3251318187,"SP57"
"Centurio senex","mammal","Chiroptera","Phyllostomidae",7,"tavg",0.616532202619516,0.719391435604983,0.25,"Ar",365,2.39147245895302,3.29187162589426,1.87333889830415,73.497939570031,128.672650071916,0.649790726044935,0.136596843076708,6.4072494506836,9.2375011444091,4.8937511444092,185.416656494141,375.14990234376,1.61042308807373,0.407611787319179,"SP58"
"Chaerephon pumilus","mammal","Chiroptera","Molossidae",15,"tavg",0.593277970426353,0.682709405765154,0.0833333333333333,"A",383,2.55812015807269,2.98764319386795,2.4585752688891,23.6901545474785,196.355806695036,0.848290920433439,0.136614798157717,8.1853218078614,11.855320930481,9.0070838928222,74,910.46008300781,3.52587234973907,0.484018415212632,"SP59"
"Chaetodipus arenarius","mammal","Rodentia","Heteromyidae",19,"tavg",0.4818166641254,0.525347489942658,0.0625,"G",384,2.77566244590294,1.7012895381381,4.58178901060942,55.2698759618911,289.637180742384,0.622251892818964,0.266719962529898,9.467185974121,6.3234348297119,12.9445838928223,137.750005245209,777.919921875,1.72053293883801,0.741165578365325,"SP60"
"Chaetodipus baileyi","mammal","Rodentia","Heteromyidae",105,"tavg",-0.214935745729332,-0.218340451598037,0.00980392156862745,"G",385,3.39321872741171,3.25191966956874,4.21095350443077,28.7978211683764,239.367568580086,0.489987527316098,0.293337178856245,15.7721586227417,15.0683875083923,19.23574924469,119.166664123535,1051.88995361328,2.29942578123882,1.53762570023537,"SP61"
"Chaetodipus californicus","mammal","Rodentia","Heteromyidae",52,"tavg",0.0441278947896502,0.0441565712930578,0.0204081632653061,"G",386,1.96449662440089,2.19010281403914,2.26976966389273,17.4962561246782,139.639076551904,0.710280696245642,0.305728701717965,8.19133281707762,9.19258379936219,9.2680835723877,80.0833339691162,556.590026855469,2.89255595207214,1.34242689609527,"SP62"
"Chaetodipus dalquesti","mammal","Rodentia","Heteromyidae",6,"tavg",0.559572625017586,0.632210771055381,0.333333333333333,"G",387,2.26862801246975,1.78830334382691,3.81803107099224,59.7865514069412,230.860043033413,0.50834580510551,0.287328073162739,5.3432502746582,4.6571664810181,9.6066932678222,135.750004768372,526.40991210937,1.3005810379982,0.671856850385665,"SP63"
"Chaetodipus eremicus","mammal","Rodentia","Heteromyidae",31,"tavg",-0.475602163184871,-0.517285402438297,0.0357142857142857,"G",388,3.6940792553639,3.24030106784642,4.8322663737466,26.2316708675656,267.852255800199,0.692357457098025,0.349900883626013,17.6330842971802,15.8216667175293,20.9052495956421,96.0000028610231,973.419982910159,2.67958635091782,1.33869598805905,"SP64"
"Chaetodipus fallax","mammal","Rodentia","Heteromyidae",20,"tavg",-0.0939901065573552,-0.0942683568384192,0.0588235294117647,"G",389,1.79394457274796,1.85110505702742,3.16683089238258,44.3005015351053,241.75859505142,0.472029477011075,0.203815470595034,9.8215837478637,6.88416671752927,14.5773315429688,142.25,879.369995117188,1.49066799879075,0.660537078976631,"SP65"
"Chaetodipus formosus","mammal","Rodentia","Heteromyidae",53,"tavg",-0.331390831006476,-0.344389862399762,0.02,"G",390,4.32047847580693,4.46292201126359,4.29518088690287,9.04650485466298,190.917371350757,0.164038259761514,0.116011953712316,18.5882692337036,19.7691013813019,17.4087753295899,39.7500014305115,851.860046386719,0.831192911136895,0.579257473349572,"SP66"
"Chaetodipus goldmani","mammal","Rodentia","Heteromyidae",13,"tavg",0.124047857201721,0.124690074596809,0.1,"G",391,1.28286706275519,1.22228388683969,1.36398878800939,8.56451280392896,63.0562055890148,0.24214591519179,0.094224765111914,3.7617492675782,3.36758327484134,4.2789993286132,25.9166641235352,225.98999023438,0.7086877822876,0.377146422863003,"SP67"
"Chaetodipus hispidus","mammal","Rodentia","Heteromyidae",42,"tavg",-0.298406285729935,-0.307769187721092,0.0256410256410256,"G",392,3.11086570527904,2.9142217071391,3.90082005972077,19.8016848658461,211.326953864415,0.574819807015092,0.329417562803266,12.1530823707581,11.5279169678688,13.2314996719361,75.166664123535,832.330017089846,2.33903264999389,1.40347918868065,"SP68"
"Chaetodipus intermedius","mammal","Rodentia","Heteromyidae",96,"tavg",-0.130793345625126,-0.131546918520721,0.010752688172043,"G",393,4.18602829765284,4.03185475898808,5.05489813922187,23.4286754059174,263.860145616806,0.556374186219596,0.380233016623038,17.5939168930054,15.164583325386,21.5503339767456,92.75,1129.97003173828,2.24143649637699,1.56077924370766,"SP69"
"Chaetodipus nelsoni","mammal","Rodentia","Heteromyidae",39,"tavg",-0.0178367843185875,-0.0178386762759358,0.0277777777777778,"G",394,4.25556280563623,4.08013238643112,4.97149071321294,28.3714202879579,258.179238996509,0.922723530670644,0.308407475390107,21.1911657452583,20.9278335571289,23.6312508583069,115.083338737488,1097.75,3.83027976751328,1.33869598805905,"SP70"
"Chaetodipus penicillatus","mammal","Rodentia","Heteromyidae",106,"tavg",0.221544034054826,0.225279256114692,0.00970873786407767,"G",395,3.34506749078492,3.26930212009408,4.19916778206536,25.8710565358813,236.171654080925,0.450816111124895,0.272734569935042,16.8874082565307,17.6753041744232,18.9577493667603,110.333330631256,989.179992675779,2.14680100977421,1.51751188933849,"SP71"
"Chaetodipus pernix","mammal","Rodentia","Heteromyidae",7,"tavg",0.264620900660313,0.271070762658636,0.25,"G",396,3.14600150738536,3.11687284794491,3.18292962736262,14.8845763158204,114.177297049323,0.58655049957359,0.109811221291377,8.9400844573974,8.80583190917964,9.0785007476806,43.3333358764648,310.59997558594,1.67151772975922,0.308311283588412,"SP72"
"Chaetodipus rudinoris","mammal","Rodentia","Heteromyidae",16,"tavg",-0.166737831672343,-0.1683093174953,0.0769230769230769,"G",397,1.4427411454988,1.47620632198067,1.47474810363251,16.5868624962276,55.8058810747844,0.34709689907851,0.124253910965203,6.3725824356079,6.43874931335446,6.3056659698486,57.0833358764648,221.880004882818,0.940158009529118,0.470586121082306,"SP73"
"Chaetodipus spinatus","mammal","Rodentia","Heteromyidae",34,"tavg",0.0675453499839769,0.0676483544881216,0.032258064516129,"G",398,2.53659018755865,1.87479205008494,3.94056049199767,46.3085851655061,255.066356491739,0.593602074973634,0.236319844588868,9.467185974121,7.0920000076294,12.9445838928223,124.583333492279,715.61999511719,1.91126471804455,0.847138926386833,"SP74"
"Chalinolobus nigrogriseus","mammal","Chiroptera","Vespertilionidae",5,"tavg",0.711313742853394,0.88983807110342,0.5,"A",406,0.703296170074032,1.4616781227836,0.448129116234326,17.9768363912983,74.8841826923775,0.275908005631721,0.17623255351002,1.5924987792969,3.1271667480469,1.0696678161621,46.916664123535,205.48999023438,0.653106421232222,0.473994433879853,"SP75"
