Class,Order,Family,Genus,Species,Possible synonyms,Common name,Red List status,Movement,Migratory type,Locomotion,References,Notes
MAMMALIA,RODENTIA,CRICETIDAE,Oryzomys,couesi,,Coues's Rice Rat,LC,D,N,A,189; 356,"plant material, insects, seeds [356]."
MAMMALIA,RODENTIA,CRICETIDAE,Oryzomys,curasoae,,Curaçao Rice Rat,DD,D,N,A,1521,
MAMMALIA,RODENTIA,CRICETIDAE,Oryzomys,dimidiatus,,Thomas's Rice Rat,LC,D,N,A,356,
MAMMALIA,RODENTIA,CRICETIDAE,Oryzomys,gorgasi,,Gorgas's Rice Rat,EN,D,N,A,1522,
MAMMALIA,RODENTIA,CRICETIDAE,Oryzomys,palustris,,Marsh Rice Rat,LC,N,N,A,1523,"Non-migratory [1523]. home ranges estimates, although season unclear [1523]."
MAMMALIA,RODENTIA,CRICETIDAE,Osgoodomys,banderanus,,Michoacan Deer Mouse,LC,D,N,W,1524,
MAMMALIA,RODENTIA,CRICETIDAE,Otonyctomys,hatti,,"Hatt's Vesper Mouse, Hatt's Vesper Rat",LC,D,N,W,356,
MAMMALIA,RODENTIA,CRICETIDAE,Ototylomys,phyllotis,,Big-eared Climbing Rat,LC,D,N,W,356,"reproduces year round, less in dry season [356]. fruit, seeds, vegetable matter [356]."
MAMMALIA,RODENTIA,CRICETIDAE,Oxymycterus,akodontius,,Argentine Hocicudo,DD,D,N,W,190,
MAMMALIA,RODENTIA,CRICETIDAE,Oxymycterus,amazonicus,,,LC,D,N,W,191,
MAMMALIA,RODENTIA,CRICETIDAE,Oxymycterus,angularis,,Angular Hocicudo,LC,D,N,W,191,
MAMMALIA,RODENTIA,CRICETIDAE,Oxymycterus,caparoae,,,LC,D,N,W,1525,
MAMMALIA,RODENTIA,CRICETIDAE,Oxymycterus,dasytrichus,,,LC,D,N,W,1526,
MAMMALIA,RODENTIA,CRICETIDAE,Oxymycterus,delator,,Spy Hocicudo,LC,D,N,W,190,
MAMMALIA,RODENTIA,CRICETIDAE,Oxymycterus,hiska,,Small Hocicudo,LC,D,N,W,191,
MAMMALIA,RODENTIA,CRICETIDAE,Oxymycterus,hispidus,,Hispid Hocicudo,LC,D,N,W,190,
MAMMALIA,RODENTIA,CRICETIDAE,Oxymycterus,hucucha,,Quechuan Hocicudo,EN,D,N,W,1527,
MAMMALIA,RODENTIA,CRICETIDAE,Oxymycterus,inca,,Incan Hocicudo,LC,D,N,W,191,
MAMMALIA,RODENTIA,CRICETIDAE,Oxymycterus,josei,,,EN,D,N,W,1528,
MAMMALIA,RODENTIA,CRICETIDAE,Oxymycterus,nasutus,,Long-nosed Hocicudo,LC,N,N,W,191; 1530,"Non-migratory [1530]. captured individuals throughout the year, so present year-round [1530]."
MAMMALIA,RODENTIA,CRICETIDAE,Oxymycterus,paramensis,,Paramo Hocicudo,LC,D,N,W,190,
MAMMALIA,RODENTIA,CRICETIDAE,Oxymycterus,quaestor,,,LC,D,N,W,1529,
MAMMALIA,RODENTIA,CRICETIDAE,Oxymycterus,roberti,,Robert's Hocicudo,LC,D,N,W,191,
MAMMALIA,RODENTIA,CRICETIDAE,Oxymycterus,rufus,,Red Hocicudo,LC,D,N,W,191,insects [191].
MAMMALIA,RODENTIA,CRICETIDAE,Paralomys,gerbillus,Phyllotis gerbillus,Gerbil Leaf-eared Mouse,LC,D,N,W,191,
MAMMALIA,RODENTIA,CRICETIDAE,Pearsonomys,annectens,,,VU,D,N,W,1531,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,attwateri,,"Texas Deermouse, Texas Mouse",LC,N,N,W,1532,Non-migratory [1532]. home ranges measured but season unclear [1532].
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,aztecus,,Aztec Mouse,LC,D,N,W,356,"insects, few seeds, also green plant material [356]."
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,beatae,,Orizaba Deermouse,LC,D,N,W,1533,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,boylii,,Brush Mouse,LC,D,N,W,1534,home ranges averaged over the year were 0.11Ha [1534].
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,bullatus,,"Perote Deer Mouse, Perote Mouse",CR,D,N,W,1535,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,californicus,,California Mouse,LC,D,N,W,1536,"males have slightly larger home ranges, although seasonality unclear [1536]."
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,caniceps,,"Burt's Deer Mouse, Monserrat Island Deermouse",CR,D,N,W,1537,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,crinitus,,Canyon Mouse,LC,N,N,W,1538,"Non-migratory [1538]. no difference in home range between males and females, but unclear seasonality [1538]."
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,dickeyi,,"Dickeys Deermouse, Dickey's Deer Mouse",CR,D,N,W,1539,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,difficilis,,"Rock Mouse, Zacatecan Deer Mouse",LC,N,N,W,1540,"Non-migratory [1540]. both sexes appear to have exclusive home rages, but season of study unclear [1540]."
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,eremicus,,Cactus Mouse,LC,N,N,W,1541,"Non-migratory [1541]. home ranges of males overlapped while females did not, study season unclear [1541]."
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,eva,,Eva's Desert Mouse,LC,D,N,W,1542,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,fraterculus,,Northern Baja Deermouse,LC,D,N,W,1543,extended states of inactivity during summer [1543]. diet varies seasonally [1543].
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,furvus,,Blackish Deer Mouse,DD,D,N,W,1544,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,gossypinus,,"Cotton Deermouse, Cotton Mouse, Key Largo Cotton Mouse",LC,N,N,W,1546,Non-migratory [1546]. variety of studies measuring home range [1546].
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,grandis,,"Big Deer Mouse, Large Deer Mouse",NT,D,N,W,356,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,gratus,,Osgood's Mouse,LC,D,N,W,1545,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,guardia,,Angel Island Mouse,CR,D,N,W,1547,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,guatemalensis,,"Guatamalan Deer Mouse, Guatemalan Deer Mouse",LC,D,N,W,356,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,gymnotis,,Naked-eared Deer Mouse,LC,D,N,W,356,found reproducing Mar-Aug [356].
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,hooperi,,"Hooper's Deer Mouse, Hooper's Mouse",LC,D,N,W,1548,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,hylocetes,,Transvolcanic Deermouse,LC,D,N,W,1549,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,interparietalis,,"San Lorenzo Deermouse, San Lorenzo Mouse",CR,D,N,W,1550,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,keeni,,"Keen's Mouse, Northwestern Deermouse",LC,D,N,W,668,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,leucopus,,White-footed Mouse,LC,U,N,W,356; 668; 1551,"Unclear movement [1551]. some enter torpor [668], home range sizes vary seasonally with larger in breeding and smaller in winter [1551]. seeds [668]."
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,levipes,,"Nimble-footed Deer Mouse, Nimble-footed Mouse",LC,D,N,W,356,"91% arthropods, 6% seeds, 3% plant material [356]."
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,madrensis,,"Tres Marias Deer Mouse, Tres Marias Island Mouse",EN,D,N,W,1552,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,maniculatus,,"Deer Mouse, North American Deermouse",LC,M,R,W,668; 1027,"Walking migrant [1027]; Non-migratory [668]. Refuge [1027]. avoid flooding [1027]. sedentary, home ranges of <3 acres [668]; seasonally move out of floodplain annually with snowmelt (US) [1027]. seeds [668]."
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,mayensis,,"Maya Mouse, Mayan Deer Mouse",CR,D,N,W,356,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,megalops,,"Broad-faced Deer Mouse, Brown Deer Mouse",LC,D,N,W,1553,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,mekisturus,,Puebla Deer Mouse,CR,D,N,W,1554,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,melanocarpus,,"Black-wristed Deer Mouse, Tempoaltepec, Zempoaltepec",EN,D,N,W,1560,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,melanophrys,,"Plateau Deer Mouse, Plateau Mouse",LC,D,N,W,356,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,melanotis,,Black-eared Mouse,LC,D,N,W,1559,home range of 420m^2 [1559].
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,melanurus,,"Black-tailed Deer Mouse, Black-tailed Mouse",EN,D,N,W,1555,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,merriami,,Mesquite Mouse,LC,D,N,W,1556,"less active during hot summer [1556]. seeds, fruits, insects [1556]."
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,mexicanus,,Mexican Deer Mouse,LC,D,N,W,189; 356; 1561,"Home ranges > 0.5Ha [1561]. 23% seeds, 10% plant material, 6% arthropods [356]."
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,nasutus,,Northern Rock Mouse,LC,D,N,W,1557,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,ochraventer,,El Carrizo Deer Mouse,EN,D,N,W,1558,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,pectoralis,,White-ankled Mouse,LC,D,N,W,1562,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,perfulvus,,"Marsh Mouse, Tawny Deer Mouse",LC,D,N,W,1563,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,polionotus,,"Beach Mouse, Choctawhatchee Beach Mouse, Oldfield Mouse",LC,D,N,W,1564,"breeds year round [1564]. grass, seeds, insects, berries [1564]."
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,polius,,"Chihuahuan Deer Mouse, Chihuahuan Mouse",NT,D,N,W,1565,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,pseudocrinitus,,"Coronados Deer Mouse, False Canyon Mouse",CR,D,N,W,1566,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,sagax,,Michoacan Deer Mouse,DD,D,N,W,1569,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,schmidlyi,,Schmidly's Deer Mouse,LC,D,N,W,1567,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,sejugis,,Santa Cruz Mouse,EN,D,N,W,1568,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,simulus,,"Nayarit Deer Mouse, Nayarit Mouse, Sinaloan Deer Mouse",VU,D,N,W,1570,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,slevini,,"Catalina Deer Mouse, Slevin's Mouse, Slevins's Mouse",CR,D,N,W,1571,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,spicilegus,,"Gleaning Deer Mouse, Gleaning Mouse",LC,D,N,W,1572,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,stephani,,"San Esteban Deermouse, San Esteban Island Mouse",CR,D,N,W,1573,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,stirtoni,,Stirton's Deer Mouse,LC,D,N,W,356,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,truei,,Pinyon Mouse,LC,D,N,W,1574,home range mean of 14427m^2 [1574].
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,winkelmanni,,"Coalcolman Deer Mouse, Winkelmann's Deer Mouse, Winkelmann's Mouse",EN,D,N,W,1575,
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,yucatanicus,,Yucatan Deer Mouse,LC,D,N,W,356,breeds year-round [356].
MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,zarhynchus,,Chiapan Deer Mouse,VU,D,N,W,356,
MAMMALIA,RODENTIA,CRICETIDAE,Phaenomys,ferrugineus,,Rio De Janeiro Arboreal Rat,VU,D,N,W,191,
MAMMALIA,RODENTIA,CRICETIDAE,Phaiomys,leucurus,,Blyth's Vole,LC,D,N,W,208,lives in colonies [208].
MAMMALIA,RODENTIA,CRICETIDAE,Phenacomys,intermedius,,Western Heather Vole,LC,D,N,W,668,bark and buds [668].
MAMMALIA,RODENTIA,CRICETIDAE,Phenacomys,ungava,,Eastern Heather Vole,LC,D,N,W,1576,
MAMMALIA,RODENTIA,CRICETIDAE,Phodopus,campbelli,,Campbell's Hamster,LC,D,N,W,208,"burrows with nest chambers and food caches [208]. seeds, insects [208]."
MAMMALIA,RODENTIA,CRICETIDAE,Phodopus,roborovskii,,"Desert Hamster, Roborowskis Hamster",LC,D,N,W,208,"burrows with nest chambers and food caches [208]. seeds, vegetation, insects [208]."
MAMMALIA,RODENTIA,CRICETIDAE,Phodopus,sungorus,,Dzhungarian Hamster,LC,D,N,W,1577,
MAMMALIA,RODENTIA,CRICETIDAE,Phyllotis,amicus,,Friendly Leaf-eared Mouse,LC,D,N,W,191,
MAMMALIA,RODENTIA,CRICETIDAE,Phyllotis,andium,,Andean Leaf-eared Mouse,LC,D,N,W,191,
MAMMALIA,RODENTIA,CRICETIDAE,Phyllotis,anitae,,,DD,D,N,W,1585,
MAMMALIA,RODENTIA,CRICETIDAE,Phyllotis,bonariensis,,Buenos Aires Leaf-eared Mouse,NT,D,N,W,1586,
MAMMALIA,RODENTIA,CRICETIDAE,Phyllotis,caprinus,,Capricorn Leaf-eared Mouse,LC,D,N,W,190,
MAMMALIA,RODENTIA,CRICETIDAE,Phyllotis,darwini,,Darwin's Leaf-eared Mouse,LC,U,N,W,190; 627,"Unclear movement [627]. densities decrease in El Niño years, unknown if due to migration or mortality [627]. flexible: herbivorous in spring, granivorous in summer [190]."
MAMMALIA,RODENTIA,CRICETIDAE,Phyllotis,definitus,,Definitive Leaf-eared Mouse,EN,D,N,W,191,
MAMMALIA,RODENTIA,CRICETIDAE,Phyllotis,haggardi,,Haggard's Leaf-eared Mouse,LC,D,N,W,191,
MAMMALIA,RODENTIA,CRICETIDAE,Phyllotis,limatus,,,LC,D,N,W,1587,
MAMMALIA,RODENTIA,CRICETIDAE,Phyllotis,magister,,Master Leaf-eared Mouse,LC,D,N,W,190,
MAMMALIA,RODENTIA,CRICETIDAE,Phyllotis,osgoodi,,Osgood's Leaf-eared Mouse,DD,D,N,W,190,
MAMMALIA,RODENTIA,CRICETIDAE,Phyllotis,osilae,,Bunchgrass Leaf-eared Mouse,LC,D,N,W,190,"grass, seeds, insects [190]."
MAMMALIA,RODENTIA,CRICETIDAE,Phyllotis,wolffsohni,,Wolffsohn's Leaf-eared Mouse,LC,D,N,W,191,
MAMMALIA,RODENTIA,CRICETIDAE,Phyllotis,xanthopygus,,Yellow-rumped Leaf-eared Mouse,LC,D,N,W,191,
MAMMALIA,RODENTIA,CRICETIDAE,Podomys,floridanus,,"Florida Deermouse, Florida Mouse",VU,N,N,W,1578,Non-migratory [1578]. home ranges varied with habitat type [1578].
MAMMALIA,RODENTIA,CRICETIDAE,Podoxymys,roraimae,,Roraima Mouse,VU,D,N,W,189; 191,
MAMMALIA,RODENTIA,CRICETIDAE,Proedromys,bedfordi,,Duke Of Bedford's Vole,VU,D,N,W,208,
MAMMALIA,RODENTIA,CRICETIDAE,Proedromys,liangshanensis,,Liangshan Vole,DD,D,N,W,1588,
MAMMALIA,RODENTIA,CRICETIDAE,Prometheomys,schaposchnikowi,,Long-clawed Mole Vole,NT,D,N,W,1589,
MAMMALIA,RODENTIA,CRICETIDAE,Pseudoryzomys,simplex,Pseudoryzomys wavrini,Brazilian False Rice Rat,LC,D,N,W,190,
MAMMALIA,RODENTIA,CRICETIDAE,Punomys,kofordi,,,VU,D,N,W,191,
MAMMALIA,RODENTIA,CRICETIDAE,Punomys,lemminus,,Puna Mouse,VU,D,N,W,191,
MAMMALIA,RODENTIA,CRICETIDAE,Reithrodon,auritus,,Bunny Rat,LC,D,N,W,1579,
MAMMALIA,RODENTIA,CRICETIDAE,Reithrodon,typicus,,,LC,D,N,W,1590,
MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,bakeri,,Baker's Small Toothed Harvest Mouse,EN,D,N,W,1591,
MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,brevirostris,,Short-nosed Harvest Mouse,LC,D,N,W,356,
MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,burti,,Sonoran Harvest Mouse,DD,D,N,W,1592,
MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,chrysopsis,,Volcano Harvest Mouse,LC,D,N,W,1593,
MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,creper,,Chiriqui Harvest Mouse,LC,D,N,W,189,
MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,darienensis,,Darien Harvest Mouse,LC,D,N,W,189,
MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,fulvescens,,Fulvous Harvest Mouse,LC,N,N,W,356; 1580,"Non-migratory [1580]. home ranges of males larger than those of females, and larger HR for larger individuals [1580]. seeds, insects, shoots [356]."
MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,gracilis,,Slender Harvest Mouse,LC,D,N,W,356,"breeds mostly in wet season, sporadically in dry season [356]. insects and seeds [356]."
MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,hirsutus,,Hairy Harvest Mouse,VU,D,N,W,1594,
MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,humulis,,Eastern Harvest Mouse,LC,U,N,W,1581,"Unclear movement [1581]. seasonal home range shifts, ""very complex picture of spatial relationships"" [1581]."
MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,megalotis,,"Southern Marsh Harvest Mouse, Western Harvest Mouse",LC,N,N,W,668; 1582,"Non-migratory [1582]. home ranges of about 3525m^2, season of study unclear [1582]. seeds [668]."
MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,mexicanus,,Mexican Harvest Mouse,LC,D,N,W,191; 356; 668,"caches food [668]. plant material, sometimes insects [356]."
MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,microdon,,Small-toothed Harvest Mouse,LC,D,N,W,356,
MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,montanus,,Plains Harvest Mouse,LC,N,N,W,1583,"Non-migratory [1583]. home ranges from 0.23Ha to 0.84 Ha, season of study unclear [1583]."
MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,paradoxus,,Nicaraguan Harvest Mouse,DD,D,N,W,356,
MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,raviventris,,Saltmarsh Harvest Mouse,EN,D,N,W,1584,
MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,rodriguezi,,Rodriguez's Harvest Mouse,LC,D,N,W,356,nectar [356].
MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,spectabilis,,Cozumel Harvest Mouse,CR,D,N,W,356,
MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,sumichrasti,,"Sumachrasti's Harvest Mouse, Sumichrast's Harvest Mouse",LC,D,N,W,356,breeds year round [356].
MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,tenuirostris,,Narrow-nosed Harvest Mouse,VU,D,N,W,356,
MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,zacatecae,,Zacatecas Harvest Mouse,LC,D,N,W,1595,
MAMMALIA,RODENTIA,CRICETIDAE,Rhagomys,longilingua,,,LC,D,N,W,1596,
MAMMALIA,RODENTIA,CRICETIDAE,Rhagomys,rufescens,,Brazilian Arboreal Mouse,NT,D,N,W,191,
MAMMALIA,RODENTIA,CRICETIDAE,Rheomys,mexicanus,,Mexican Water Mouse,EN,D,N,A,1597,
MAMMALIA,RODENTIA,CRICETIDAE,Rheomys,raptor,,Goldman's Water Mouse,LC,D,N,A,189; 356,insects [356].
MAMMALIA,RODENTIA,CRICETIDAE,Rheomys,thomasi,,Thomas's Water Mouse,NT,D,N,A,356,"insects, birds, salamanders, mammals [356]."
MAMMALIA,RODENTIA,CRICETIDAE,Rheomys,underwoodi,,Underwood's Water Mouse,LC,D,N,A,189,appears to be insectivorous [189].
MAMMALIA,RODENTIA,CRICETIDAE,Rhipidomys,austrinus,,Southern Climbing Mouse,LC,D,N,W,1598,
MAMMALIA,RODENTIA,CRICETIDAE,Rhipidomys,cariri,,,DD,D,N,W,1599,
MAMMALIA,RODENTIA,CRICETIDAE,Rhipidomys,caucensis,,Cauca Climbing Mouse,DD,D,N,W,1600,
MAMMALIA,RODENTIA,CRICETIDAE,Rhipidomys,couesi,Rhipidomys sclateri,Coues's Climbing Mouse,LC,D,N,W,191,
MAMMALIA,RODENTIA,CRICETIDAE,Rhipidomys,emiliae,,,LC,D,N,W,1601,
MAMMALIA,RODENTIA,CRICETIDAE,Rhipidomys,fulviventer,,Buff-bellied Climbing Mouse,LC,D,N,W,1602,
MAMMALIA,RODENTIA,CRICETIDAE,Rhipidomys,gardneri,,,LC,D,N,W,1603,
MAMMALIA,RODENTIA,CRICETIDAE,Rhipidomys,latimanus,Rhipidomys scandens,Broad-footed Climbing Mouse,LC,D,N,W,191,
MAMMALIA,RODENTIA,CRICETIDAE,Rhipidomys,leucodactylus,,White-footed Climbing Mouse,LC,D,N,W,190,
MAMMALIA,RODENTIA,CRICETIDAE,Rhipidomys,macconnelli,,Macconnell's Climbing Mouse,LC,D,N,W,191,
MAMMALIA,RODENTIA,CRICETIDAE,Rhipidomys,macrurus,,,LC,D,N,W,1604,
MAMMALIA,RODENTIA,CRICETIDAE,Rhipidomys,mastacalis,,Long-tailed Climbing Mouse,LC,D,N,W,191,"fruit, seeds, leaves, fungi, insects [191]."
MAMMALIA,RODENTIA,CRICETIDAE,Rhipidomys,modicus,,Peruvian Rhipidomys,LC,D,N,W,1605,
MAMMALIA,RODENTIA,CRICETIDAE,Rhipidomys,nitela,,Splendid Climbing Mouse,LC,D,N,W,191,
MAMMALIA,RODENTIA,CRICETIDAE,Rhipidomys,ochrogaster,,Yellow-bellied Climbing Mouse,DD,D,N,W,1606,
MAMMALIA,RODENTIA,CRICETIDAE,Rhipidomys,venezuelae,,Venezuelan Climbing Mouse,LC,D,N,W,1607,
MAMMALIA,RODENTIA,CRICETIDAE,Rhipidomys,venustus,,Charming Climbing Mouse,LC,D,N,W,1608,
MAMMALIA,RODENTIA,CRICETIDAE,Rhipidomys,wetzeli,,Wetzel's Climbing Mouse,LC,D,N,W,1609,
MAMMALIA,RODENTIA,CRICETIDAE,Salinomys,delicatus,,,DD,D,N,W,1611,
MAMMALIA,RODENTIA,CRICETIDAE,Scapteromys,aquaticus,,,LC,D,N,A,1612,
MAMMALIA,RODENTIA,CRICETIDAE,Scapteromys,tumidus,,Swamp Rat,LC,D,N,A,190,85% arthropods [190].
MAMMALIA,RODENTIA,CRICETIDAE,Scolomys,melanops,,South American Spiny Mouse,LC,D,N,W,191,
MAMMALIA,RODENTIA,CRICETIDAE,Scolomys,ucayalensis,Sscolomys juruaense,Ucayali Spiny Mouse,LC,D,N,W,191,
MAMMALIA,RODENTIA,CRICETIDAE,Scotinomys,teguina,,"Alston's Brown Mouse, Short-tailed Singing Mouse",LC,D,N,W,356,breeds year round [356]. 80% insects [356].
MAMMALIA,RODENTIA,CRICETIDAE,Scotinomys,xerampelinus,,"Chiriqui Brown Mouse, Long-tailed Singing Mouse",LC,N,N,W,189; 356; 1610,Non-migratory [1610]. home ranges measured Aug-Sep and May-Jun [1610]. larval beetles [356].
MAMMALIA,RODENTIA,CRICETIDAE,Sigmodon,alleni,,Allen's Cotton Rat,VU,D,N,W,1613,
MAMMALIA,RODENTIA,CRICETIDAE,Sigmodon,alstoni,,Alston's Cotton Rat,LC,D,N,W,191,
MAMMALIA,RODENTIA,CRICETIDAE,Sigmodon,arizonae,,"Arizona Cotton Rat, Colorado River Cotton Rat",LC,D,N,W,1614,
MAMMALIA,RODENTIA,CRICETIDAE,Sigmodon,fulviventer,,Tawny-bellied Cotton Rat,LC,D,N,W,1615,
MAMMALIA,RODENTIA,CRICETIDAE,Sigmodon,hirsutus,,Southern Cotton Rat,LC,D,N,W,1620,population fluctuates greatly [1620].
MAMMALIA,RODENTIA,CRICETIDAE,Sigmodon,hispidus,,Hispid Cotton Rat,LC,N,N,W,191; 1616,"Non-migratory [1616]. reproductive individuals had larger home ranges than non-reproductive, based on 9 year study [1616]."
MAMMALIA,RODENTIA,CRICETIDAE,Sigmodon,inopinatus,,Unexpected Cotton Rat,VU,D,N,A,191,
MAMMALIA,RODENTIA,CRICETIDAE,Sigmodon,leucotis,,White-eared Cotton Rat,LC,D,N,W,1617,
MAMMALIA,RODENTIA,CRICETIDAE,Sigmodon,mascotensis,,"Jaliscan Cotton Rat, West Mexican Cotton Rat",LC,D,N,W,1621,
MAMMALIA,RODENTIA,CRICETIDAE,Sigmodon,ochrognathus,,Yellow-nosed Cotton Rat,LC,D,N,W,1618,
MAMMALIA,RODENTIA,CRICETIDAE,Sigmodon,peruanus,,Peruvian Cotton Rat,LC,D,N,A,191,
MAMMALIA,RODENTIA,CRICETIDAE,Sigmodon,planifrons,,Miahuatlán Cotton Rat,EN,D,N,W,1622,
MAMMALIA,RODENTIA,CRICETIDAE,Sigmodon,toltecus,,Toltec Cotton Rat,LC,D,N,W,1623,
MAMMALIA,RODENTIA,CRICETIDAE,Sigmodontomys,alfari,,"Alfaro's Rice Water Rat, Short-tailed Sigmodontomys",LC,D,N,A,191,
MAMMALIA,RODENTIA,CRICETIDAE,Sigmodontomys,aphrastus,,"Harris's Rice Water Rat, Long-tailed Sigmodontomys",DD,D,N,W,1624,
MAMMALIA,RODENTIA,CRICETIDAE,Sooretamys,angouya,Oryzomys buccinatus; Oryzomys ratticeps,,LC,D,N,W,190,
MAMMALIA,RODENTIA,CRICETIDAE,Synaptomys,borealis,,"Northern Bog Lemming, Okanagan Bog Lemming",LC,D,N,W,668,"underground summer nests, above ground winter nests [668]. grass, sedges [668]."
MAMMALIA,RODENTIA,CRICETIDAE,Synaptomys,cooperi,,"Kansas Bog Lemming, Southern Bog Lemming",LC,N,N,W,668; 1619,"Non-migratory [1619]. build shallow runways [668], several home range estimates although season unclear [1619]. grass, sedges [668]."
MAMMALIA,RODENTIA,CRICETIDAE,Tapecomys,primus,,,LC,D,N,W,1625,
MAMMALIA,RODENTIA,CRICETIDAE,Thalpomys,cerradensis,,Cerrado Mouse,LC,D,N,W,191,
MAMMALIA,RODENTIA,CRICETIDAE,Thalpomys,lasiotis,,Hairy-eared Cerrado Mouse,LC,D,N,W,191,
MAMMALIA,RODENTIA,CRICETIDAE,Thaptomys,nigrita,Akodon nigrita,Blackish Grass Mouse,LC,D,N,W,190,
MAMMALIA,RODENTIA,CRICETIDAE,Thomasomys,apeco,,,VU,D,N,W,191,
MAMMALIA,RODENTIA,CRICETIDAE,Thomasomys,aureus,,Golden Oldfield Mouse,LC,D,N,W,191,fruits [191].
MAMMALIA,RODENTIA,CRICETIDAE,Thomasomys,baeops,,Beady-eyed Mouse,LC,D,N,W,191,
MAMMALIA,RODENTIA,CRICETIDAE,Thomasomys,bombycinus,,Silky Oldfield Mouse,DD,D,N,W,189,
MAMMALIA,RODENTIA,CRICETIDAE,Thomasomys,caudivarius,,,LC,D,N,W,1626,
