Taxon,Family,Subfamily,Clade,Tree Genus,Genus,Species,Genes,Length
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama finchi,4,2129
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama gracilimembris,4,2168
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama hartmanni,2,1182
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama hispida,5,2834
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama impalearis,9,5042
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama insularis,5,2855
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama kaimosae,2,1179
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama kirkii,4,2200
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama knobeli,,
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama lanzai,,
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama lebretoni,5,2851
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama lionotus,7,5079
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama lucyae,,
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama montana,5,2855
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama mossambica,1,426
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama mucosoensis,,
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama mwanzae,2,854
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama parafricana,5,2824
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama paragama,1,499
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama persimilis,,
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama planiceps,6,3265
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama rueppelli,5,2855
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama sankaranica,4,2204
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama somalica,,
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama spinosa,5,2844
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama sylvana,,
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama tassiliensis,3,1516
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama turuensis,1,501
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama weidholzi,5,2866
Sauria,Agamidae,Agaminae,Agaminae,Agama_1,Agama,Agama robecchii,3,1596
Sauria,Agamidae,Agaminae,Agaminae,Brachysaura,Brachysaura,Brachysaura minor,,
Sauria,Agamidae,Agaminae,Agaminae,Bufoniceps,Bufoniceps,Bufoniceps laungwalaensis,2,1086
Sauria,Agamidae,Agaminae,Agaminae,Laudakia,Laudakia,Laudakia agrorensis,,
Sauria,Agamidae,Agaminae,Agaminae,Laudakia,Laudakia,Laudakia dayana,,
Sauria,Agamidae,Agaminae,Agaminae,Laudakia,Laudakia,Laudakia melanura,,
Sauria,Agamidae,Agaminae,Agaminae,Laudakia,Laudakia,Laudakia nupta,4,2287
Sauria,Agamidae,Agaminae,Agaminae,Laudakia,Laudakia,Laudakia nuristanica,,
Sauria,Agamidae,Agaminae,Agaminae,Laudakia,Laudakia,Laudakia pakistanica,,
Sauria,Agamidae,Agaminae,Agaminae,Laudakia,Laudakia,Laudakia papenfussi,,
Sauria,Agamidae,Agaminae,Agaminae,Laudakia,Laudakia,Laudakia sacra,2,1086
Sauria,Agamidae,Agaminae,Agaminae,Laudakia,Laudakia,Laudakia tuberculata,2,1086
Sauria,Agamidae,Agaminae,Agaminae,Laudakia,Laudakia,Laudakia wui,,
Sauria,Agamidae,Agaminae,Agaminae,Paralaudakia,Paralaudakia,Paralaudakia badakhshana,,
Sauria,Agamidae,Agaminae,Agaminae,Paralaudakia,Paralaudakia,Paralaudakia bochariensis,,
Sauria,Agamidae,Agaminae,Agaminae,Paralaudakia,Paralaudakia,Paralaudakia caucasia,9,5178
Sauria,Agamidae,Agaminae,Agaminae,Paralaudakia,Paralaudakia,Paralaudakia erythrogaster,2,1086
Sauria,Agamidae,Agaminae,Agaminae,Paralaudakia,Paralaudakia,Paralaudakia himalayana,3,1644
Sauria,Agamidae,Agaminae,Agaminae,Paralaudakia,Paralaudakia,Paralaudakia lehmanni,6,3924
Sauria,Agamidae,Agaminae,Agaminae,Paralaudakia,Paralaudakia,Paralaudakia microlepis,4,2394
Sauria,Agamidae,Agaminae,Agaminae,Paralaudakia,Paralaudakia,Paralaudakia stoliczkana,6,3371
Sauria,Agamidae,Agaminae,Agaminae,Phrynocephalus,Phrynocephalus,Phrynocephalus ahvazicus,,
Sauria,Agamidae,Agaminae,Agaminae,Phrynocephalus,Phrynocephalus,Phrynocephalus ananjevae,,
Sauria,Agamidae,Agaminae,Agaminae,Phrynocephalus,Phrynocephalus,Phrynocephalus arabicus,3,2358
Sauria,Agamidae,Agaminae,Agaminae,Phrynocephalus,Phrynocephalus,Phrynocephalus axillaris,9,7988
Sauria,Agamidae,Agaminae,Agaminae,Phrynocephalus,Phrynocephalus,Phrynocephalus clarkorum,,
Sauria,Agamidae,Agaminae,Agaminae,Phrynocephalus,Phrynocephalus,Phrynocephalus erythrurus,9,6203
Sauria,Agamidae,Agaminae,Agaminae,Phrynocephalus,Phrynocephalus,Phrynocephalus euptilopus,,
Sauria,Agamidae,Agaminae,Agaminae,Phrynocephalus,Phrynocephalus,Phrynocephalus forsythii,9,5768
Sauria,Agamidae,Agaminae,Agaminae,Phrynocephalus,Phrynocephalus,Phrynocephalus golubewii,,
Sauria,Agamidae,Agaminae,Agaminae,Phrynocephalus,Phrynocephalus,Phrynocephalus guttatus,7,4755
Sauria,Agamidae,Agaminae,Agaminae,Phrynocephalus,Phrynocephalus,Phrynocephalus helioscopus,8,5069
Sauria,Agamidae,Agaminae,Agaminae,Phrynocephalus,Phrynocephalus,Phrynocephalus interscapularis,5,2715
Sauria,Agamidae,Agaminae,Agaminae,Phrynocephalus,Phrynocephalus,Phrynocephalus luteoguttatus,,
Sauria,Agamidae,Agaminae,Agaminae,Phrynocephalus,Phrynocephalus,Phrynocephalus maculatus,4,2553
Sauria,Agamidae,Agaminae,Agaminae,Phrynocephalus,Phrynocephalus,Phrynocephalus mystaceus,14,11428
Sauria,Agamidae,Agaminae,Agaminae,Phrynocephalus,Phrynocephalus,Phrynocephalus ornatus,4,2643
Sauria,Agamidae,Agaminae,Agaminae,Phrynocephalus,Phrynocephalus,Phrynocephalus persicus,4,2655
Sauria,Agamidae,Agaminae,Agaminae,Phrynocephalus,Phrynocephalus,Phrynocephalus przewalskii,9,8353
Sauria,Agamidae,Agaminae,Agaminae,Phrynocephalus,Phrynocephalus,Phrynocephalus putjatai,9,6907
Sauria,Agamidae,Agaminae,Agaminae,Phrynocephalus,Phrynocephalus,Phrynocephalus raddei,6,5556
Sauria,Agamidae,Agaminae,Agaminae,Phrynocephalus,Phrynocephalus,Phrynocephalus reticulatus,4,2646
Sauria,Agamidae,Agaminae,Agaminae,Phrynocephalus,Phrynocephalus,Phrynocephalus roborowskii,,
Sauria,Agamidae,Agaminae,Agaminae,Phrynocephalus,Phrynocephalus,Phrynocephalus rossikowi,,
Sauria,Agamidae,Agaminae,Agaminae,Phrynocephalus,Phrynocephalus,Phrynocephalus scutellatus,5,3144
Sauria,Agamidae,Agaminae,Agaminae,Phrynocephalus,Phrynocephalus,Phrynocephalus strauchi,3,2352
Sauria,Agamidae,Agaminae,Agaminae,Phrynocephalus,Phrynocephalus,Phrynocephalus theobaldi,9,5880
Sauria,Agamidae,Agaminae,Agaminae,Phrynocephalus,Phrynocephalus,Phrynocephalus versicolor,8,4791
Sauria,Agamidae,Agaminae,Agaminae,Phrynocephalus,Phrynocephalus,Phrynocephalus vlangalii,9,5386
Sauria,Agamidae,Agaminae,Agaminae,Pseudotrapelus,Pseudotrapelus,Pseudotrapelus aqabensis,2,1869
Sauria,Agamidae,Agaminae,Agaminae,Pseudotrapelus,Pseudotrapelus,Pseudotrapelus dhofarensis,2,1869
Sauria,Agamidae,Agaminae,Agaminae,Pseudotrapelus,Pseudotrapelus,Pseudotrapelus jensvindumi,2,1869
Sauria,Agamidae,Agaminae,Agaminae,Pseudotrapelus,Pseudotrapelus,Pseudotrapelus sinaitus,11,10063
Sauria,Agamidae,Agaminae,Agaminae,Stellagama,Stellagama,Stellagama stellio,10,5274
Sauria,Agamidae,Agaminae,Agaminae,Trapelus,Trapelus,Trapelus agilis,8,4790
Sauria,Agamidae,Agaminae,Agaminae,Trapelus,Trapelus,Trapelus agnetae,1,429
Sauria,Agamidae,Agaminae,Agaminae,Trapelus,Trapelus,Trapelus boehmei,5,2853
Sauria,Agamidae,Agaminae,Agaminae,Trapelus,Trapelus,Trapelus flavimaculatus,1,1017
Sauria,Agamidae,Agaminae,Agaminae,Trapelus,Trapelus,Trapelus jayakari,,
Sauria,Agamidae,Agaminae,Agaminae,Trapelus,Trapelus,Trapelus megalonyx,,
Sauria,Agamidae,Agaminae,Agaminae,Trapelus,Trapelus,Trapelus mutabilis,4,2800
Sauria,Agamidae,Agaminae,Agaminae,Trapelus,Trapelus,Trapelus rubrigularis,,
Sauria,Agamidae,Agaminae,Agaminae,Trapelus,Trapelus,Trapelus ruderatus,4,4386
Sauria,Agamidae,Agaminae,Agaminae,Trapelus,Trapelus,Trapelus sanguinolentus,7,4182
Sauria,Agamidae,Agaminae,Agaminae,Trapelus,Trapelus,Trapelus savignii,3,1584
Sauria,Agamidae,Agaminae,Agaminae,Trapelus,Trapelus,Trapelus schmitzi,,
Sauria,Agamidae,Agaminae,Agaminae,Trapelus,Trapelus,Trapelus tournevillei,,
Sauria,Agamidae,Agaminae,Agaminae,Xenagama,Xenagama,Xenagama batillifera,4,2573
Sauria,Agamidae,Agaminae,Agaminae,Xenagama,Xenagama,Xenagama taylori,11,10135
Sauria,Agamidae,Agaminae,Agaminae,Xenagama,Xenagama,Xenagama wilmsi,2,1728
Sauria,Agamidae,Agaminae,Agaminae,Xenagama,Xenagama,Xenagama zonura,,
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Amphibolurus,Amphibolurus,Amphibolurus muricatus,7,5208
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Amphibolurus,Amphibolurus,Amphibolurus norrisi,6,4437
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Chelosania,Chelosania,Chelosania brunnea,7,4743
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Chlamydosaurus,Chlamydosaurus,Chlamydosaurus kingii,13,11794
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Cryptagama,Cryptagama,Cryptagama aurita,,
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Ctenophorus,Ctenophorus,Ctenophorus adelaidensis,8,5386
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Ctenophorus,Ctenophorus,Ctenophorus butlerorum,2,1086
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Ctenophorus,Ctenophorus,Ctenophorus caudicinctus,5,4080
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Ctenophorus,Ctenophorus,Ctenophorus chapmani,2,1086
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Ctenophorus,Ctenophorus,Ctenophorus clayi,4,2706
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Ctenophorus,Ctenophorus,Ctenophorus cristatus,4,2688
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Ctenophorus,Ctenophorus,Ctenophorus decresii,4,2712
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Ctenophorus,Ctenophorus,Ctenophorus femoralis,2,1086
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Ctenophorus,Ctenophorus,Ctenophorus fionni,2,1086
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Ctenophorus,Ctenophorus,Ctenophorus fordi,4,2703
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Ctenophorus,Ctenophorus,Ctenophorus gibba,4,2688
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Ctenophorus,Ctenophorus,Ctenophorus isolepis,8,5497
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Ctenophorus,Ctenophorus,Ctenophorus maculatus,2,1086
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Ctenophorus,Ctenophorus,Ctenophorus maculosus,2,1086
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Ctenophorus,Ctenophorus,Ctenophorus mckenziei,4,2697
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Ctenophorus,Ctenophorus,Ctenophorus mirrityana,,
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Ctenophorus,Ctenophorus,Ctenophorus nguyarna,,
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Ctenophorus,Ctenophorus,Ctenophorus nuchalis,4,2724
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Ctenophorus,Ctenophorus,Ctenophorus ornatus,4,3036
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Ctenophorus,Ctenophorus,Ctenophorus parviceps,2,1086
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Ctenophorus,Ctenophorus,Ctenophorus pictus,4,2709
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Ctenophorus,Ctenophorus,Ctenophorus reticulatus,2,1086
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Ctenophorus,Ctenophorus,Ctenophorus rufescens,2,1086
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Ctenophorus,Ctenophorus,Ctenophorus salinarum,3,3921
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Ctenophorus,Ctenophorus,Ctenophorus scutulatus,2,1086
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Ctenophorus,Ctenophorus,Ctenophorus tjantjalka,2,1086
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Ctenophorus,Ctenophorus,Ctenophorus vadnappa,4,2703
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Ctenophorus,Ctenophorus,Ctenophorus yinnietharra,,
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Diporiphora,Diporiphora,Diporiphora adductus,,
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Diporiphora,Diporiphora,Diporiphora albilabris,5,3906
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Diporiphora,Diporiphora,Diporiphora ameliae,,
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Diporiphora,Diporiphora,Diporiphora amphiboluroides,4,2694
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Diporiphora,Diporiphora,Diporiphora arnhemica,2,1083
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Diporiphora,Diporiphora,Diporiphora australis,3,2451
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Diporiphora,Diporiphora,Diporiphora bennettii,5,3876
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Diporiphora,Diporiphora,Diporiphora bilineata,5,3933
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Diporiphora,Diporiphora,Diporiphora convergens,,
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Diporiphora,Diporiphora,Diporiphora lalliae,5,3906
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Diporiphora,Diporiphora,Diporiphora linga,2,1086
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Diporiphora,Diporiphora,Diporiphora magna,3,2316
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Diporiphora,Diporiphora,Diporiphora margaretae,,
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Diporiphora,Diporiphora,Diporiphora nobbi,5,4068
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Diporiphora,Diporiphora,Diporiphora paraconvergens,,
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Diporiphora,Diporiphora,Diporiphora phaeospinosa,2,2307
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Diporiphora,Diporiphora,Diporiphora pindan,3,2280
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Diporiphora,Diporiphora,Diporiphora reginae,4,2709
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Diporiphora,Diporiphora,Diporiphora superba,2,2199
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Diporiphora,Diporiphora,Diporiphora valens,2,2205
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Diporiphora,Diporiphora,Diporiphora vescus,,
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Diporiphora,Diporiphora,Diporiphora winneckei,5,4086
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Hypsilurus,Hypsilurus,Hypsilurus auritus,,
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Hypsilurus,Hypsilurus,Hypsilurus binotatus,,
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Hypsilurus,Hypsilurus,Hypsilurus boydii,8,5521
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Hypsilurus,Hypsilurus,Hypsilurus bruijnii,4,2712
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Hypsilurus,Hypsilurus,Hypsilurus capreolatus,,
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Hypsilurus,Hypsilurus,Hypsilurus dilophus,4,2709
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Hypsilurus,Hypsilurus,Hypsilurus geelvinkianus,,
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Hypsilurus,Hypsilurus,Hypsilurus godeffroyi,,
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Hypsilurus,Hypsilurus,Hypsilurus hikidanus,,
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Hypsilurus,Hypsilurus,Hypsilurus longi,,
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Hypsilurus,Hypsilurus,Hypsilurus macrolepis,,
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Hypsilurus,Hypsilurus,Hypsilurus magnus,,
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Hypsilurus,Hypsilurus,Hypsilurus modestus,4,2679
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Hypsilurus,Hypsilurus,Hypsilurus nigrigularis,3,2472
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Hypsilurus,Hypsilurus,Hypsilurus ornatus,,
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Hypsilurus,Hypsilurus,Hypsilurus papuensis,2,1086
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Hypsilurus,Hypsilurus,Hypsilurus schoedei,,
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Hypsilurus,Hypsilurus,Hypsilurus schultzewestrumi,,
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Hypsilurus,Hypsilurus,Hypsilurus spinipes,4,2715
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Hypsilurus,Hypsilurus,Hypsilurus tenuicephalus,,
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Intellagama,Intellagama,Intellagama lesueurii,10,8152
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Lophognathus,Lophognathus,Lophognathus longirostris,5,4050
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Lophognathus,Lophognathus,Lophognathus maculilabris,,
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Lophognathus,Lophognathus,Lophognathus temporalis,6,4473
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Lophognathus_1,Lophognathus,Lophognathus burnsi,2,2391
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Lophognathus_1,Lophognathus,Lophognathus gilberti,5,4065
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Moloch,Moloch,Moloch horridus,8,5905
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Physignathus,Physignathus,Physignathus cocincinus,12,9584
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Pogona,Pogona,Pogona barbata,5,4068
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Pogona,Pogona,Pogona henrylawsoni,3,2469
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Pogona,Pogona,Pogona microlepidota,,
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Pogona,Pogona,Pogona minima,2,1086
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Pogona,Pogona,Pogona minor,3,2469
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Pogona,Pogona,Pogona mitchelli,2,1086
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Pogona,Pogona,Pogona nullarbor,3,2469
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Pogona,Pogona,Pogona vitticeps,14,12454
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Rankinia,Rankinia,Rankinia diemensis,5,4071
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Tympanocryptis,Tympanocryptis,Tympanocryptis centralis,3,2310
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Tympanocryptis,Tympanocryptis,Tympanocryptis cephalus,3,2307
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Tympanocryptis,Tympanocryptis,Tympanocryptis houstoni,3,2313
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Tympanocryptis,Tympanocryptis,Tympanocryptis intima,3,2313
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Tympanocryptis,Tympanocryptis,Tympanocryptis lineata,5,3912
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Tympanocryptis,Tympanocryptis,Tympanocryptis pinguicolla,4,2991
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Tympanocryptis,Tympanocryptis,Tympanocryptis tetraporophora,6,4421
Sauria,Agamidae,Amphibolurinae,Amphibolurinae,Tympanocryptis,Tympanocryptis,Tympanocryptis uniformis,2,2208
Sauria,Agamidae,Draconinae,Draconinae,Acanthosaura,Acanthosaura,Acanthosaura armata,7,8016
Sauria,Agamidae,Draconinae,Draconinae,Acanthosaura,Acanthosaura,Acanthosaura bintangensis,,
Sauria,Agamidae,Draconinae,Draconinae,Acanthosaura,Acanthosaura,Acanthosaura brachypoda,,
Sauria,Agamidae,Draconinae,Draconinae,Acanthosaura,Acanthosaura,Acanthosaura capra,3,1980
Sauria,Agamidae,Draconinae,Draconinae,Acanthosaura,Acanthosaura,Acanthosaura cardamomensis,1,696
Sauria,Agamidae,Draconinae,Draconinae,Acanthosaura,Acanthosaura,Acanthosaura coronata,,
Sauria,Agamidae,Draconinae,Draconinae,Acanthosaura,Acanthosaura,Acanthosaura crucigera,4,2359
Sauria,Agamidae,Draconinae,Draconinae,Acanthosaura,Acanthosaura,Acanthosaura lepidogaster,8,5095
Sauria,Agamidae,Draconinae,Draconinae,Acanthosaura,Acanthosaura,Acanthosaura nataliae,,
Sauria,Agamidae,Draconinae,Draconinae,Acanthosaura,Acanthosaura,Acanthosaura titiwangsaensis,,
Sauria,Agamidae,Draconinae,Draconinae,Aphaniotis,Aphaniotis,Aphaniotis acutirostris,,
Sauria,Agamidae,Draconinae,Draconinae,Aphaniotis,Aphaniotis,Aphaniotis fusca,4,1847
Sauria,Agamidae,Draconinae,Draconinae,Aphaniotis,Aphaniotis,Aphaniotis ornata,,
Sauria,Agamidae,Draconinae,Draconinae,Bronchocela,Bronchocela,Bronchocela celebensis,,
Sauria,Agamidae,Draconinae,Draconinae,Bronchocela,Bronchocela,Bronchocela cristatella,4,1956
Sauria,Agamidae,Draconinae,Draconinae,Bronchocela,Bronchocela,Bronchocela danieli,,
Sauria,Agamidae,Draconinae,Draconinae,Bronchocela,Bronchocela,Bronchocela hayeki,,
Sauria,Agamidae,Draconinae,Draconinae,Bronchocela,Bronchocela,Bronchocela jubata,,
Sauria,Agamidae,Draconinae,Draconinae,Bronchocela,Bronchocela,Bronchocela marmorata,,
Sauria,Agamidae,Draconinae,Draconinae,Bronchocela,Bronchocela,Bronchocela orlovi,,
Sauria,Agamidae,Draconinae,Draconinae,Bronchocela,Bronchocela,Bronchocela rubrigularis,,
Sauria,Agamidae,Draconinae,Draconinae,Bronchocela,Bronchocela,Bronchocela smaragdina,,
Sauria,Agamidae,Draconinae,Draconinae,Bronchocela,Bronchocela,Bronchocela vietnamensis,,
Sauria,Agamidae,Draconinae,Draconinae,Calotes,Calotes,Calotes aurantolabium,,
Sauria,Agamidae,Draconinae,Draconinae,Calotes,Calotes,Calotes bachae,,
Sauria,Agamidae,Draconinae,Draconinae,Calotes,Calotes,Calotes bhutanensis,,
Sauria,Agamidae,Draconinae,Draconinae,Calotes,Calotes,Calotes calotes,4,4962
Sauria,Agamidae,Draconinae,Draconinae,Calotes,Calotes,Calotes ceylonensis,2,1074
Sauria,Agamidae,Draconinae,Draconinae,Calotes,Calotes,Calotes chincollium,2,1077
Sauria,Agamidae,Draconinae,Draconinae,Calotes,Calotes,Calotes desilvai,,
Sauria,Agamidae,Draconinae,Draconinae,Calotes,Calotes,Calotes ellioti,,
Sauria,Agamidae,Draconinae,Draconinae,Calotes,Calotes,Calotes emma,8,4791
Sauria,Agamidae,Draconinae,Draconinae,Calotes,Calotes,Calotes grandisquamis,,
Sauria,Agamidae,Draconinae,Draconinae,Calotes,Calotes,Calotes htunwini,2,1074
Sauria,Agamidae,Draconinae,Draconinae,Calotes,Calotes,Calotes irawadi,2,1074
Sauria,Agamidae,Draconinae,Draconinae,Calotes,Calotes,Calotes jerdoni,2,1077
Sauria,Agamidae,Draconinae,Draconinae,Calotes,Calotes,Calotes liocephalus,2,1074
Sauria,Agamidae,Draconinae,Draconinae,Calotes,Calotes,Calotes liolepis,2,1074
Sauria,Agamidae,Draconinae,Draconinae,Calotes,Calotes,Calotes manamendrai,,
Sauria,Agamidae,Draconinae,Draconinae,Calotes,Calotes,Calotes maria,,
Sauria,Agamidae,Draconinae,Draconinae,Calotes,Calotes,Calotes medogensis,,
Sauria,Agamidae,Draconinae,Draconinae,Calotes,Calotes,Calotes mystaceus,3,1734
Sauria,Agamidae,Draconinae,Draconinae,Calotes,Calotes,Calotes nemoricola,,
Sauria,Agamidae,Draconinae,Draconinae,Calotes,Calotes,Calotes nigrilabris,2,1074
Sauria,Agamidae,Draconinae,Draconinae,Calotes,Calotes,Calotes nigriplicatus,,
Sauria,Agamidae,Draconinae,Draconinae,Calotes,Calotes,Calotes pethiyagodai,,
Sauria,Agamidae,Draconinae,Draconinae,Calotes,Calotes,Calotes rouxii,,
Sauria,Agamidae,Draconinae,Draconinae,Calotes,Calotes,Calotes versicolor,12,10685
Sauria,Agamidae,Draconinae,Draconinae,Ceratophora,Ceratophora,Ceratophora aspera,2,1083
Sauria,Agamidae,Draconinae,Draconinae,Ceratophora,Ceratophora,Ceratophora erdeleni,2,1083
Sauria,Agamidae,Draconinae,Draconinae,Ceratophora,Ceratophora,Ceratophora karu,2,1083
Sauria,Agamidae,Draconinae,Draconinae,Ceratophora,Ceratophora,Ceratophora stoddartii,2,1083
Sauria,Agamidae,Draconinae,Draconinae,Ceratophora,Ceratophora,Ceratophora tennentii,2,1083
Sauria,Agamidae,Draconinae,Draconinae,Complicitus,Complicitus,Complicitus nigrigularis,,
Sauria,Agamidae,Draconinae,Draconinae,Cophotis,Cophotis,Cophotis ceylanica,2,1083
Sauria,Agamidae,Draconinae,Draconinae,Cophotis,Cophotis,Cophotis dumbara,2,1083
Sauria,Agamidae,Draconinae,Draconinae,Coryphophylax,Coryphophylax,Coryphophylax brevicaudus,,
