Taxon,Family,Subfamily,Clade,Tree Genus,Genus,Species,Genes,Length
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Lepidodactylus,Lepidodactylus,Lepidodactylus browni,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Lepidodactylus,Lepidodactylus,Lepidodactylus buleli,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Lepidodactylus,Lepidodactylus,Lepidodactylus christiani,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Lepidodactylus,Lepidodactylus,Lepidodactylus euaensis,3,2400
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Lepidodactylus,Lepidodactylus,Lepidodactylus flaviocularis,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Lepidodactylus,Lepidodactylus,Lepidodactylus gardineri,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Lepidodactylus,Lepidodactylus,Lepidodactylus guppyi,1,1017
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Lepidodactylus,Lepidodactylus,Lepidodactylus herrei,1,1008
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Lepidodactylus,Lepidodactylus,Lepidodactylus intermedius,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Lepidodactylus,Lepidodactylus,Lepidodactylus listeri,1,765
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Lepidodactylus,Lepidodactylus,Lepidodactylus lombocensis,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Lepidodactylus,Lepidodactylus,Lepidodactylus lugubris,11,10406
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Lepidodactylus,Lepidodactylus,Lepidodactylus magnus,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Lepidodactylus,Lepidodactylus,Lepidodactylus manni,2,1641
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Lepidodactylus,Lepidodactylus,Lepidodactylus moestus,3,2448
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Lepidodactylus,Lepidodactylus,Lepidodactylus mutahi,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Lepidodactylus,Lepidodactylus,Lepidodactylus novaeguineae,5,3087
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Lepidodactylus,Lepidodactylus,Lepidodactylus oligoporus,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Lepidodactylus,Lepidodactylus,Lepidodactylus oortii,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Lepidodactylus,Lepidodactylus,Lepidodactylus orientalis,3,2346
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Lepidodactylus,Lepidodactylus,Lepidodactylus paurolepis,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Lepidodactylus,Lepidodactylus,Lepidodactylus planicaudus,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Lepidodactylus,Lepidodactylus,Lepidodactylus pulcher,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Lepidodactylus,Lepidodactylus,Lepidodactylus pumilus,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Lepidodactylus,Lepidodactylus,Lepidodactylus ranauensis,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Lepidodactylus,Lepidodactylus,Lepidodactylus shebae,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Lepidodactylus,Lepidodactylus,Lepidodactylus tepukapili,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Lepidodactylus,Lepidodactylus,Lepidodactylus vanuatuensis,3,2427
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Lepidodactylus,Lepidodactylus,Lepidodactylus woodfordi,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Lepidodactylus,Lepidodactylus,Lepidodactylus yami,1,369
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Luperosaurus,Luperosaurus,Luperosaurus angliit,2,1395
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Luperosaurus,Luperosaurus,Luperosaurus brooksii,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Luperosaurus,Luperosaurus,Luperosaurus browni,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Luperosaurus,Luperosaurus,Luperosaurus corfieldi,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Luperosaurus,Luperosaurus,Luperosaurus cumingii,5,3165
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Luperosaurus,Luperosaurus,Luperosaurus gulat,1,408
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Luperosaurus,Luperosaurus,Luperosaurus iskandari,2,1245
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Luperosaurus,Luperosaurus,Luperosaurus joloensis,1,987
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Luperosaurus,Luperosaurus,Luperosaurus kubli,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Luperosaurus,Luperosaurus,Luperosaurus macgregori,3,2463
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Luperosaurus,Luperosaurus,Luperosaurus palawanensis,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Luperosaurus,Luperosaurus,Luperosaurus sorok,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Luperosaurus,Luperosaurus,Luperosaurus yasumai,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Nactus,Nactus,Nactus acutus,3,2391
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Nactus,Nactus,Nactus cheverti,3,2442
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Nactus,Nactus,Nactus coindemirensis,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Nactus,Nactus,Nactus eboracensis,3,2442
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Nactus,Nactus,Nactus galgajuga,3,2442
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Nactus,Nactus,Nactus kunan,3,1374
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Nactus,Nactus,Nactus multicarinatus,4,2805
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Nactus,Nactus,Nactus pelagicus,7,4501
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Nactus,Nactus,Nactus serpensinsula,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Nactus,Nactus,Nactus soniae,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Nactus,Nactus,Nactus sphaerodactylodes,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Nactus,Nactus,Nactus vankampeni,5,3177
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Pseudogekko,Pseudogekko,Pseudogekko brevipes,3,1761
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Pseudogekko,Pseudogekko,Pseudogekko compressicorpus,4,2826
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Pseudogekko,Pseudogekko,Pseudogekko labialis,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Pseudogekko,Pseudogekko,Pseudogekko smaragdinus,5,3159
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Ptychozoon,Ptychozoon,Ptychozoon horsfieldii,2,1395
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Ptychozoon,Ptychozoon,Ptychozoon intermedium,2,1395
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Ptychozoon,Ptychozoon,Ptychozoon kaengkrachanense,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Ptychozoon,Ptychozoon,Ptychozoon kuhli,5,3144
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Ptychozoon,Ptychozoon,Ptychozoon lionotum,5,3195
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Ptychozoon,Ptychozoon,Ptychozoon nicobarensis,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Ptychozoon,Ptychozoon,Ptychozoon rhacophorus,2,1392
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_3,Ptychozoon,Ptychozoon,Ptychozoon trinotaterra,2,1395
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Alsophylax,Alsophylax,Alsophylax laevis,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Alsophylax,Alsophylax,Alsophylax loricatus,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Alsophylax,Alsophylax,Alsophylax pipiens,5,3189
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Alsophylax,Alsophylax,Alsophylax przewalskii,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Alsophylax,Alsophylax,Alsophylax szczerbaki,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Alsophylax,Alsophylax,Alsophylax tadjikiensis,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis affinis,2,2055
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis argus,2,2043
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis assamensis,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis aurantiacopes,2,2055
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis baueri,1,1017
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis bayuensis,2,2028
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis bidongensis,1,1017
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis biocellata,2,2055
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis boulengerii,1,1017
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis caudanivea,2,2055
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis chanardi,2,2052
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis chanthaburiensis,1,1017
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis dezwaani,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis dringi,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis flavigaster,1,1017
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis flavolineata,2,2024
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis grismeri,2,2055
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis hangus,2,2013
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis harimau,2,2055
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis huaseesom,2,2055
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis jacobsoni,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis kamolnorranathi,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis karsticola,2,2055
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis kendallii,5,2694
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis kumpoli,2,2043
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis laoensis,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis limi,11,10395
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis mcguirei,2,2055
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis monachorum,2,2035
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis mumpuniae,2,2050
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis narathiwatensis,2,2055
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis neangthyi,2,2055
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis nigridia,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis niyomwanae,2,2055
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis nuicamensis,2,1969
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis omari,2,2007
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis paripari,2,2055
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis pemanggilensis,2,2055
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis peninsularis,2,2055
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis perhentianensis,2,2055
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis phuketensis,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis pseudomcguirei,2,2046
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis psychedelica,1,1017
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis punctatonuchalis,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis roticanai,2,1992
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis selamatkanmerapoh,2,2055
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis shahruli,2,2055
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis siamensis,2,2039
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis stongensis,2,2055
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis sundagekko,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis sundainsula,2,2055
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis temiah,2,2055
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis timoriensis,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis tucdupensis,2,2055
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis vandeventeri,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_4,Cnemaspis_SEA,Cnemaspis,Cnemaspis whittenorum,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Agamura,Agamura,Agamura persica,7,4477
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Altiphylax,Altiphylax,Altiphylax baturensis,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Altiphylax,Altiphylax,Altiphylax mintoni,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Altiphylax,Altiphylax,Altiphylax stoliczkai,4,2742
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Altiphylax,Altiphylax,Altiphylax tokobajevi,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Altiphylax,Altiphylax,Altiphylax yarkandensis,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Altiphylax_1,Altiphylax,Altiphylax levitoni,3,2436
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Bunopus,Bunopus,Bunopus blanfordii,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Bunopus,Bunopus,Bunopus crassicauda,2,702
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Bunopus,Bunopus,Bunopus spatalurus,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Bunopus,Bunopus,Bunopus tuberculatus,8,4330
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Crossobamon,Crossobamon,Crossobamon eversmanni,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Crossobamon,Crossobamon,Crossobamon orientalis,9,5311
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus aaroni,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus adleri,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus adorus,1,1011
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus aequalis,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus agusanensis,1,1008
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus albofasciatus,3,2436
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus angularis,5,3153
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus annandalei,3,2193
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus annulatus,1,1011
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus arcanus,1,1002
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus astrum,1,1008
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus aurensis,2,2046
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus auribalteatus,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus australotitiwangsaensis,1,1008
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus ayeyarwadyensis,7,3804
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus badenensis,1,549
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus baluensis,1,987
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus batik,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus batucolus,3,1842
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus bichnganae,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus bidoupimontis,1,657
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus bintangrendah,1,1008
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus bintangtinggi,1,1008
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus biordinis,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus boreoclivus,1,1011
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus brevidactylus,3,2442
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus brevipalmatus,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus buchardi,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus bugiamapensis,1,657
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus caovansungi,1,549
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus capreoloides,1,1011
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus cattienensis,1,549
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus cavernicolus,1,612
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus chanhomeae,3,2445
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus chauquangensis,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus chrysopylos,3,2442
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus collegalensis,3,1992
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus condorensis,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus consobrinoides,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus consobrinus,6,3741
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus cracens,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus cryptus,2,1104
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus cucdongensis,1,657
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus cucphuongensis,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus darmandvillei,3,2367
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus dati,1,549
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus deccanensis,3,2445
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus derongo,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus deveti,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus doisuthep,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus dumnuii,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus durio,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus edwardtaylori,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus eisenmanae,3,2058
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus elok,3,2217
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus epiroticus,3,2442
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus erythrops,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus fasciolatum,5,3096
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus feae,3,2445
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus fraenatus,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus fumosus,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus gansi,3,2196
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus gordongekkoi,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus grismeri,4,2931
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus guakanthanensis,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus gubaot,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus gubernatoris,3,1602
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus halmahericus,,
Sauria,Gekkonidae,Gekkoninae,Gekkoninae_5,Cyrtodactylus,Cyrtodactylus,Cyrtodactylus hikidai,,
